person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_amnt_optimised
25,45000.0,3.0,0,4000,8.59,0,0.08888888888888889,0,3,1,0,0,0,1,0,0,0,0,0,4000.0
22,45000.0,6.0,0,7000,8.94,0,0.15555555555555556,0,3,1,0,0,0,0,0,0,0,0,1,7000.0
23,39000.0,7.0,2,16000,14.26,1,0.41025641025641024,0,3,1,0,0,0,0,0,0,0,0,1,6528.0
25,45000.0,0.0,0,5950,7.74,0,0.1322222222222222,0,2,1,0,0,0,0,0,0,1,0,0,5950.0
23,65000.0,2.0,0,5000,5.42,0,0.07692307692307693,0,2,0,0,0,1,0,0,0,0,0,1,5000.0
22,45000.0,1.0,1,14550,11.83,0,0.3233333333333333,0,4,1,0,0,0,0,1,0,0,0,0,14550.0
23,65000.0,3.0,2,5000,13.98,0,0.07692307692307693,1,2,0,0,0,1,0,0,0,1,0,0,5000.0
22,45000.0,1.0,1,8000,12.53,0,0.17777777777777778,0,3,1,0,0,0,0,1,0,0,0,0,8000.0
21,59000.0,4.0,2,5000,14.22,1,0.0847457627118644,0,3,0,0,0,1,0,0,0,1,0,0,4609.0
25,45000.0,9.0,0,3200,7.74,0,0.07111111111111111,0,3,1,0,0,0,1,0,0,0,0,0,3200.0
26,45000.0,1.0,0,1500,7.05,0,0.03333333333333333,0,2,1,0,0,0,1,0,0,0,0,0,1500.0
23,45000.0,4.0,1,9925,11.48,0,0.22055555555555556,0,2,1,0,0,0,0,1,0,0,0,0,9925.0
24,65000.0,1.0,1,5000,10.25,0,0.07692307692307693,0,2,0,0,0,1,0,0,1,0,0,0,5000.0
23,65000.0,3.0,2,5000,13.47,0,0.07692307692307693,1,2,0,0,0,1,0,1,0,0,0,0,5000.0
22,59004.0,3.0,1,5000,11.11,1,0.08474001762592366,0,3,0,0,0,1,0,1,0,0,0,0,5000.0
23,45000.0,0.0,2,8000,12.84,0,0.17777777777777778,1,2,0,0,1,0,0,0,0,0,0,1,8000.0
25,45000.0,4.0,2,2700,10.99,0,0.06,1,4,1,0,0,0,0,0,1,0,0,0,2700.0
23,39000.0,0.0,3,8000,14.11,1,0.20512820512820512,0,3,1,0,0,0,0,0,0,1,0,0,200.0
23,45000.0,1.0,1,10000,12.21,0,0.2222222222222222,0,2,1,0,0,0,0,0,0,1,0,0,10000.0
23,45000.0,3.0,0,7000,9.63,0,0.15555555555555556,0,3,0,0,1,0,0,0,0,1,0,0,7000.0
22,45000.0,6.0,0,5000,8.0,0,0.1111111111111111,0,3,1,0,0,0,0,1,0,0,0,0,5000.0
23,66000.0,7.0,1,5000,10.39,0,0.07575757575757576,0,3,0,0,0,1,0,0,0,0,0,1,5000.0
26,45000.0,2.0,1,12000,10.99,0,0.26666666666666666,0,3,1,0,0,0,0,0,0,0,0,1,12000.0
24,45000.0,2.0,1,9200,11.89,0,0.20444444444444446,0,3,1,0,0,0,0,1,0,0,0,0,9200.0
26,45000.0,10.0,1,4325,10.99,0,0.0961111111111111,0,4,1,0,0,0,0,0,0,1,0,0,4325.0
24,39000.0,1.0,3,12000,14.11,1,0.3076923076923077,0,2,1,0,0,0,0,1,0,0,0,0,1199.0
24,67200.0,4.0,1,5000,10.99,0,0.0744047619047619,0,4,0,0,0,1,0,1,0,0,0,0,5000.0
22,67500.0,2.0,0,5000,7.74,0,0.07407407407407407,0,4,0,0,0,1,1,0,0,0,0,0,5000.0
26,67500.0,1.0,1,5000,12.18,0,0.07407407407407407,0,3,0,0,0,1,0,0,0,1,0,0,5000.0
25,45000.0,0.0,1,17000,11.89,0,0.37777777777777777,0,2,1,0,0,0,0,0,0,0,0,1,17000.0
23,67596.0,2.0,1,5000,11.86,0,0.07396887389786377,0,4,0,0,0,1,0,0,0,0,1,0,5000.0
24,45000.0,0.0,0,3600,10.99,0,0.08,0,2,1,0,0,0,0,0,0,0,0,1,3600.0
23,45000.0,3.0,2,16750,12.53,0,0.37222222222222223,1,3,1,0,0,0,0,1,0,0,0,0,16750.0
26,45000.0,0.0,2,7750,12.53,0,0.17222222222222222,1,4,1,0,0,0,0,0,0,1,0,0,7750.0
22,68000.0,7.0,1,5000,9.99,0,0.07352941176470588,0,3,0,0,0,1,0,0,0,0,1,0,5000.0
24,68648.0,1.0,1,5000,10.99,0,0.07283533387717049,0,2,0,0,0,1,0,0,0,0,0,1,5000.0
23,63900.0,7.0,3,5000,15.99,1,0.0782472613458529,0,2,0,0,0,1,1,0,0,0,0,0,200.0
24,69996.0,7.0,1,5000,10.38,0,0.07143265329447397,0,4,0,0,0,1,1,0,0,0,0,0,5000.0
25,70000.0,0.0,1,5000,11.71,0,0.07142857142857142,0,3,0,0,0,1,0,1,0,0,0,0,5000.0
26,70000.0,3.0,3,5000,10.99,0,0.07142857142857142,1,3,0,0,0,1,0,0,0,0,1,0,5000.0
23,54400.0,2.0,3,5000,16.49,1,0.09191176470588236,0,4,0,0,0,1,0,0,0,1,0,0,200.0
23,45000.0,4.0,3,6400,10.99,0,0.14222222222222222,1,3,0,0,1,0,0,0,0,0,1,0,6400.0
26,70000.0,3.0,4,5000,17.39,0,0.07142857142857142,0,2,0,0,0,1,0,1,0,0,0,0,5000.0
22,70500.0,1.0,1,5000,11.14,0,0.07092198581560284,0,4,0,0,0,1,0,0,0,0,0,1,5000.0
22,71000.0,5.0,1,5000,10.99,0,0.07042253521126761,0,3,0,0,0,1,0,0,0,1,0,0,5000.0
23,55488.0,4.0,3,5000,15.21,1,0.09010957324106113,0,2,0,0,0,1,0,0,0,1,0,0,200.0
22,71400.0,3.0,2,5000,12.99,0,0.0700280112044818,1,4,0,0,0,1,0,0,0,0,0,1,5000.0
22,39000.0,1.0,5,5000,18.21,1,0.1282051282051282,1,4,1,0,0,0,0,0,0,0,0,1,2399.0
26,72000.0,0.0,0,5000,7.49,0,0.06944444444444445,0,4,0,0,0,1,0,0,0,0,0,1,5000.0
22,45000.0,1.0,0,7375,9.32,0,0.1638888888888889,0,4,1,0,0,0,0,1,0,0,0,0,7375.0
22,72000.0,1.0,1,5000,11.49,0,0.06944444444444445,0,3,0,0,0,1,0,0,0,1,0,0,5000.0
26,39000.0,4.0,3,5000,13.67,1,0.1282051282051282,0,3,1,0,0,0,1,0,0,0,0,0,200.0
22,72000.0,6.0,3,5000,10.99,0,0.06944444444444445,0,3,0,0,0,1,0,0,0,0,1,0,5000.0
24,72000.0,6.0,0,5000,10.99,0,0.06944444444444445,0,3,0,0,0,1,0,0,0,1,0,0,5000.0
23,45000.0,1.0,1,8000,10.51,0,0.17777777777777778,0,4,1,0,0,0,0,1,0,0,0,0,8000.0
25,56950.0,9.0,2,5000,13.92,1,0.08779631255487269,0,4,0,0,0,1,0,0,0,1,0,0,5000.0
24,73000.0,1.0,1,5000,9.01,0,0.0684931506849315,0,2,0,0,0,1,1,0,0,0,0,0,5000.0
24,73500.0,3.0,2,5000,12.99,0,0.06802721088435375,0,4,0,0,0,1,0,0,1,0,0,0,5000.0
24,74000.0,2.0,0,5000,10.99,0,0.06756756756756757,0,4,0,0,0,1,0,0,0,1,0,0,5000.0
26,74500.0,8.0,1,5000,11.36,0,0.06711409395973154,0,2,0,0,0,1,0,0,0,0,0,1,5000.0
23,75000.0,4.0,1,5000,10.99,0,0.06666666666666667,0,3,0,0,0,1,0,0,0,0,0,1,5000.0
24,45000.0,8.0,0,7500,8.32,0,0.16666666666666666,0,3,0,1,0,0,0,0,0,1,0,0,7500.0
25,45000.0,7.0,0,7500,8.0,0,0.16666666666666666,0,3,1,0,0,0,0,1,0,0,0,0,7500.0
23,69000.0,4.0,0,5000,7.49,1,0.07246376811594203,0,2,0,0,0,1,0,0,0,0,1,0,5000.0
23,75000.0,7.0,0,5000,7.49,0,0.06666666666666667,0,3,0,0,0,1,0,1,0,0,0,0,5000.0
22,75000.0,5.0,1,5000,11.49,0,0.06666666666666667,0,3,0,0,0,1,0,0,0,0,0,1,5000.0
22,75000.0,2.0,1,5000,10.99,0,0.06666666666666667,0,2,0,0,0,1,0,0,0,0,0,1,5000.0
26,45000.0,2.0,2,7000,10.99,0,0.15555555555555556,0,3,0,0,1,0,0,0,0,1,0,0,7000.0
22,39000.0,0.0,5,25000,16.08,1,0.6410256410256411,0,3,0,0,1,0,0,1,0,0,0,0,18199.0
23,45000.0,0.0,1,21000,9.76,0,0.4666666666666667,0,3,0,0,1,0,0,0,0,0,0,1,21000.0
22,75000.0,2.0,0,5000,5.79,0,0.06666666666666667,0,2,0,0,0,1,1,0,0,0,0,0,5000.0
25,45000.0,1.0,2,9000,11.03,0,0.2,0,2,0,0,1,0,0,0,1,0,0,0,9000.0
25,45000.0,0.0,1,7500,10.39,0,0.16666666666666666,0,3,1,0,0,0,0,0,0,0,0,1,7500.0
24,75000.0,8.0,2,5000,11.78,0,0.06666666666666667,1,2,0,0,0,1,0,0,0,0,1,0,5000.0
25,45000.0,0.0,2,6500,10.28,0,0.14444444444444443,1,2,0,0,1,0,0,1,0,0,0,0,6500.0
25,76000.0,1.0,0,5000,7.9,0,0.06578947368421052,0,3,0,0,0,1,1,0,0,0,0,0,5000.0
25,76000.0,0.0,0,5000,8.9,0,0.06578947368421052,0,2,0,0,0,1,1,0,0,0,0,0,5000.0
25,76344.0,2.0,0,5000,9.63,0,0.065493031541444,0,2,0,0,0,1,0,0,1,0,0,0,5000.0
25,45149.0,4.0,0,9000,5.79,0,0.19933996323285122,0,4,1,0,0,0,0,1,0,0,0,0,9000.0
25,76500.0,4.0,2,5000,12.53,0,0.06535947712418301,0,3,0,0,0,1,1,0,0,0,0,0,5000.0
25,78000.0,3.0,0,5000,7.66,0,0.0641025641025641,0,3,0,0,0,1,1,0,0,0,0,0,5000.0
21,45192.0,0.0,1,11700,10.74,0,0.2588953797132236,0,2,1,0,0,0,0,0,0,0,1,0,11700.0
24,78300.0,0.0,0,5000,7.74,0,0.06385696040868455,0,3,0,0,0,1,0,0,1,0,0,0,5000.0
26,39200.0,2.0,3,4000,15.05,1,0.10204081632653061,0,3,1,0,0,0,0,0,0,1,0,0,200.0
23,80000.0,5.0,1,5000,12.42,0,0.0625,0,4,0,0,0,1,0,0,0,0,0,1,5000.0
23,45204.0,0.0,1,4750,12.21,0,0.10507919653128042,0,4,1,0,0,0,0,1,0,0,0,0,4750.0
24,74000.0,6.0,2,5000,15.27,1,0.06756756756756757,0,4,0,0,0,1,0,1,0,0,0,0,4899.0
22,74000.0,3.0,2,5000,13.49,1,0.06756756756756757,1,4,0,0,0,1,1,0,0,0,0,0,5000.0
23,45288.0,7.0,1,20500,9.25,0,0.452658540893835,0,2,1,0,0,0,1,0,0,0,0,0,20500.0
23,39292.0,3.0,0,3250,10.99,1,0.08271403848111575,0,4,1,0,0,0,0,0,0,0,1,0,3221.0
23,80000.0,6.0,0,5000,5.42,0,0.0625,0,2,0,0,0,1,0,0,0,0,1,0,5000.0
23,45300.0,3.0,3,5550,15.37,0,0.12251655629139073,1,3,1,0,0,0,0,1,0,0,0,0,5550.0
23,62900.0,7.0,3,5000,14.84,1,0.0794912559618442,0,4,0,0,0,1,0,0,0,1,0,0,200.0
23,39325.0,3.0,2,2800,12.87,1,0.0712015257469803,0,4,1,0,0,0,0,1,0,0,0,0,2800.0
24,45336.0,8.0,0,10000,5.99,0,0.22057526027880714,0,2,1,0,0,0,0,0,0,1,0,0,10000.0
24,81000.0,6.0,0,5000,5.42,0,0.06172839506172839,0,3,0,0,0,1,0,0,0,1,0,0,5000.0
23,45378.0,7.0,0,6000,5.79,0,0.1322226629644321,0,2,1,0,0,0,0,0,0,0,1,0,6000.0
21,45432.0,4.0,1,5000,9.88,0,0.1100545870751893,0,4,1,0,0,0,0,1,0,0,0,0,5000.0
24,83100.0,5.0,4,5000,16.35,0,0.06016847172081829,0,3,0,0,0,1,0,0,1,0,0,0,5000.0
22,84996.0,6.0,2,5000,12.23,0,0.05882629770812744,1,3,0,0,0,1,0,0,0,0,0,1,5000.0
26,73000.0,0.0,3,5000,15.31,1,0.0684931506849315,1,2,0,0,0,1,0,1,0,0,0,0,200.0
23,45500.0,5.0,2,14000,14.72,0,0.3076923076923077,1,2,0,0,1,0,0,1,0,0,0,0,14000.0
26,39500.0,6.0,3,15250,15.05,1,0.3860759493670886,0,4,1,0,0,0,0,0,0,1,0,0,813.0
23,85000.0,2.0,1,5000,11.58,0,0.058823529411764705,0,4,0,0,0,1,0,1,0,0,0,0,5000.0
21,45600.0,5.0,0,6000,6.03,0,0.13157894736842105,0,4,1,0,0,0,0,0,0,1,0,0,6000.0
23,45600.0,7.0,0,14000,7.9,0,0.30701754385964913,0,3,0,0,1,0,0,1,0,0,0,0,14000.0
23,85272.0,7.0,1,5000,11.11,0,0.05863589454920724,0,4,0,0,0,1,0,0,0,0,0,1,5000.0
23,45600.0,3.0,2,12000,14.65,0,0.2631578947368421,1,2,1,0,0,0,0,0,0,0,0,1,12000.0
26,45600.0,9.0,2,10000,15.27,0,0.21929824561403508,1,3,1,0,0,0,0,1,0,0,0,0,10000.0
23,88000.0,1.0,1,5000,10.99,0,0.056818181818181816,0,4,0,0,0,1,0,0,0,0,0,1,5000.0
23,45600.0,4.0,1,3000,11.49,0,0.06578947368421052,0,4,1,0,0,0,0,0,0,1,0,0,3000.0
23,45600.0,7.0,2,10000,16.11,0,0.21929824561403508,1,4,1,0,0,0,0,0,0,0,0,1,10000.0
25,45600.0,7.0,2,13000,12.99,0,0.2850877192982456,0,4,1,0,0,0,0,0,0,1,0,0,13000.0
25,76000.0,2.0,4,5000,17.19,1,0.06578947368421052,1,3,0,0,0,1,1,0,0,0,0,0,200.0
26,90000.0,4.0,3,5000,16.77,0,0.05555555555555555,1,3,0,0,0,1,0,0,0,0,1,0,5000.0
23,78000.0,0.0,0,5000,6.62,1,0.0641025641025641,0,4,0,0,0,1,0,0,1,0,0,0,200.0
23,90000.0,7.0,2,5000,15.96,0,0.05555555555555555,1,3,0,0,0,1,0,0,0,1,0,0,5000.0
24,90000.0,0.0,1,5000,10.59,0,0.05555555555555555,0,2,0,0,0,1,1,0,0,0,0,0,5000.0
24,90000.0,5.0,1,5000,9.99,0,0.05555555555555555,0,3,0,0,0,1,0,0,0,0,0,1,5000.0
24,45600.0,0.0,0,7200,6.91,0,0.15789473684210525,0,4,1,0,0,0,1,0,0,0,0,0,7200.0
25,45600.0,6.0,0,15000,5.79,0,0.32894736842105265,0,2,1,0,0,0,0,0,1,0,0,0,15000.0
21,39600.0,5.0,0,6400,6.91,1,0.16161616161616163,0,2,1,0,0,0,0,0,0,1,0,0,6400.0
22,90000.0,4.0,3,5000,14.96,0,0.05555555555555555,1,4,0,0,0,1,0,1,0,0,0,0,5000.0
22,45600.0,5.0,1,2000,10.36,0,0.043859649122807015,0,2,1,0,0,0,0,0,0,0,0,1,2000.0
23,45600.0,7.0,1,1000,9.62,0,0.021929824561403508,0,4,0,0,1,0,0,0,0,1,0,0,1000.0
25,80000.0,8.0,3,5000,14.96,1,0.0625,1,4,0,0,0,1,1,0,0,0,0,0,200.0
20,94000.0,4.0,3,5000,16.02,0,0.05319148936170213,0,3,0,0,0,1,0,1,0,0,0,0,5000.0
22,45600.0,5.0,1,9500,10.38,0,0.20833333333333334,0,2,1,0,0,0,0,0,0,0,0,1,9500.0
23,95004.0,2.0,0,5000,9.63,0,0.05262936297419056,0,4,0,0,0,1,0,1,0,0,0,0,5000.0
22,45600.0,6.0,2,1800,13.48,0,0.039473684210526314,0,4,0,0,1,0,0,0,0,1,0,0,1800.0
26,97500.0,10.0,4,5000,18.39,0,0.05128205128205128,0,4,0,0,0,1,0,0,0,0,0,1,5000.0
22,45600.0,3.0,0,1600,7.88,0,0.03508771929824561,0,2,1,0,0,0,0,0,0,0,0,1,1600.0
23,86004.0,0.0,3,5000,14.84,1,0.058136830845076974,0,2,0,0,0,1,0,0,0,0,1,0,200.0
22,39600.0,6.0,2,4650,10.28,1,0.11742424242424243,0,4,1,0,0,0,1,0,0,0,0,0,4650.0
26,45608.0,8.0,0,11000,6.62,0,0.24118575688475705,0,2,0,0,1,0,0,0,1,0,0,0,11000.0
22,45673.0,6.0,0,7000,7.88,0,0.1532634160225954,0,4,1,0,0,0,0,1,0,0,0,0,7000.0
22,45691.0,5.0,0,7000,7.14,0,0.15320303779737804,0,2,1,0,0,0,0,0,0,0,0,1,7000.0
22,39696.0,4.0,1,14125,12.42,1,0.355829302700524,0,4,1,0,0,0,0,1,0,0,0,0,14125.0
23,100000.0,5.0,0,5000,6.03,0,0.05,0,2,0,0,0,1,0,1,0,0,0,0,5000.0
23,100000.0,5.0,0,5000,8.49,0,0.05,0,3,0,0,0,1,0,0,0,0,1,0,5000.0
24,100000.0,1.0,0,5000,10.99,0,0.05,0,3,0,0,0,1,1,0,0,0,0,0,5000.0
23,45843.0,2.0,1,11000,11.71,0,0.23994939249176536,0,3,0,0,1,0,0,0,0,0,0,1,11000.0
22,39868.0,2.0,3,2400,16.02,1,0.060198655563359085,1,4,1,0,0,0,1,0,0,0,0,0,200.0
22,102240.0,6.0,4,5000,19.03,0,0.04890453834115806,0,3,0,0,0,1,0,0,0,0,1,0,5000.0
25,39896.0,0.0,0,9250,9.63,1,0.23185281732504512,0,3,1,0,0,0,0,0,0,1,0,0,9250.0
22,45900.0,1.0,0,6400,8.59,0,0.1394335511982571,0,3,1,0,0,0,1,0,0,0,0,0,6400.0
26,103992.0,10.0,0,5000,7.88,0,0.048080621586275865,0,3,0,0,0,1,0,0,0,0,0,1,5000.0
26,45900.0,10.0,2,11500,13.79,0,0.25054466230936817,0,4,1,0,0,0,0,0,0,0,1,0,11500.0
23,106000.0,7.0,0,5000,7.88,0,0.04716981132075472,0,2,0,0,0,1,0,1,0,0,0,0,5000.0
22,45975.0,6.0,1,10375,10.99,0,0.22566612289287658,0,4,1,0,0,0,0,0,0,1,0,0,10375.0
25,106000.0,4.0,1,5000,10.99,0,0.04716981132075472,0,4,0,0,0,1,0,0,0,0,1,0,5000.0
23,45992.0,7.0,0,10000,5.42,0,0.21742911810749696,0,3,1,0,0,0,0,0,0,0,0,1,10000.0
25,39996.0,9.0,3,1500,10.99,1,0.0375037503750375,1,3,1,0,0,0,1,0,0,0,0,0,200.0
24,80155.0,8.0,5,5000,10.99,1,0.062379140415445074,0,3,0,0,0,1,0,0,0,1,0,0,200.0
24,108000.0,8.0,1,5000,12.69,0,0.046296296296296294,0,4,0,0,0,1,0,1,0,0,0,0,5000.0
25,45996.0,0.0,0,3850,10.99,0,0.08370293068962519,0,2,0,0,1,0,0,0,1,0,0,0,3850.0
21,45996.0,5.0,0,10000,5.79,0,0.21741020958344204,0,3,0,0,1,0,0,0,0,0,0,1,10000.0
23,108000.0,7.0,0,5000,7.66,0,0.046296296296296294,0,4,0,0,0,1,0,1,0,0,0,0,5000.0
26,45996.0,5.0,0,9225,10.99,0,0.20056091834072529,0,2,0,0,1,0,0,0,1,0,0,0,9225.0
24,45996.0,6.0,2,8500,10.99,0,0.18479867814592574,0,3,1,0,0,0,0,1,0,0,0,0,8500.0
25,110000.0,2.0,1,5000,9.99,0,0.045454545454545456,0,4,0,0,0,1,0,0,0,0,0,1,5000.0
22,111460.0,3.0,1,5000,11.71,0,0.04485914229319935,0,4,0,0,0,1,1,0,0,0,0,0,5000.0
25,112000.0,7.0,1,5000,10.25,0,0.044642857142857144,0,3,0,0,0,1,1,0,0,0,0,0,5000.0
25,45996.0,9.0,1,25000,12.18,0,0.5435255239586051,0,3,0,0,1,0,0,0,0,0,1,0,25000.0
24,115000.0,1.0,0,5000,8.9,0,0.043478260869565216,0,3,0,0,0,1,0,0,1,0,0,0,5000.0
24,88400.0,8.0,3,5000,10.99,1,0.05656108597285068,0,4,0,0,0,1,0,0,0,1,0,0,200.0
24,116300.0,6.0,3,5000,14.96,0,0.04299226139294927,1,4,0,0,0,1,0,0,1,0,0,0,5000.0
23,120000.0,2.0,0,5000,10.99,0,0.041666666666666664,0,4,0,0,0,1,0,1,0,0,0,0,5000.0
23,45996.0,7.0,2,10000,13.16,0,0.21741020958344204,0,3,0,0,1,0,0,1,0,0,0,0,10000.0
26,120000.0,3.0,0,5000,7.68,0,0.041666666666666664,0,2,0,0,0,1,0,0,1,0,0,0,5000.0
25,120000.0,6.0,2,5000,13.79,0,0.041666666666666664,0,3,0,0,0,1,0,0,0,0,1,0,5000.0
22,114000.0,2.0,3,5000,15.31,1,0.043859649122807015,0,3,0,0,0,1,0,0,0,0,0,1,200.0
26,135000.0,10.0,1,5000,11.36,0,0.037037037037037035,0,4,0,0,0,1,0,0,0,1,0,0,5000.0
24,137481.0,8.0,1,5000,10.99,0,0.03636866185145584,0,3,0,0,0,1,0,0,0,0,0,1,5000.0
24,46000.0,2.0,1,10075,12.42,0,0.2190217391304348,0,2,1,0,0,0,1,0,0,0,0,0,10075.0
23,46000.0,7.0,0,5000,6.62,0,0.10869565217391304,0,3,1,0,0,0,0,0,0,0,1,0,5000.0
23,138000.0,3.0,1,5000,10.65,0,0.036231884057971016,0,2,0,0,0,1,0,0,0,0,0,1,5000.0
24,138000.0,8.0,1,5000,10.99,0,0.036231884057971016,0,4,0,0,0,1,0,0,0,0,0,1,5000.0
23,138000.0,1.0,3,5000,14.91,1,0.036231884057971016,0,4,0,0,0,1,1,0,0,0,0,0,200.0
24,117300.0,4.0,2,5000,13.23,1,0.042625745950554135,1,3,0,0,0,1,0,0,0,1,0,0,5000.0
25,138000.0,4.0,3,5000,14.11,0,0.036231884057971016,1,4,0,0,0,1,0,0,0,0,1,0,5000.0
26,46000.0,3.0,1,11000,12.69,0,0.2391304347826087,0,2,1,0,0,0,0,0,1,0,0,0,11000.0
25,21600.0,0.0,1,5200,11.86,1,0.24074074074074073,0,3,0,0,0,1,0,0,0,1,0,0,5200.0
22,24000.0,0.0,2,5200,13.49,0,0.21666666666666667,1,2,0,0,0,1,1,0,0,0,0,0,5200.0
25,25000.0,1.0,2,5200,12.53,0,0.208,1,3,0,0,0,1,0,1,0,0,0,0,5200.0
25,46000.0,4.0,2,2125,12.99,0,0.04619565217391304,1,2,1,0,0,0,0,1,0,0,0,0,2125.0
23,46000.0,1.0,0,3000,5.42,0,0.06521739130434782,0,3,1,0,0,0,0,0,0,0,0,1,3000.0
21,26000.0,5.0,1,5200,12.53,0,0.2,0,2,0,0,0,1,0,0,0,1,0,0,5200.0
23,30000.0,1.0,2,5200,15.96,0,0.17333333333333334,1,3,0,0,0,1,0,0,0,1,0,0,5200.0
23,46000.0,6.0,0,15000,6.99,0,0.32608695652173914,0,3,1,0,0,0,0,0,0,0,1,0,15000.0
25,30000.0,2.0,4,5200,17.19,1,0.17333333333333334,0,4,0,0,0,1,1,0,0,0,0,0,200.0
25,32160.0,9.0,2,5200,14.65,0,0.16169154228855723,0,4,0,0,0,1,1,0,0,0,0,0,5200.0
23,35000.0,0.0,2,5200,13.92,0,0.14857142857142858,0,2,0,0,0,1,1,0,0,0,0,0,5200.0
22,36850.0,3.0,1,5200,12.42,0,0.14111261872455902,0,4,0,0,0,1,0,1,0,0,0,0,5200.0
25,38000.0,5.0,1,5200,10.74,0,0.1368421052631579,0,3,0,0,0,1,1,0,0,0,0,0,5200.0
23,38000.0,1.0,0,5200,7.88,0,0.1368421052631579,0,3,0,0,0,1,0,0,0,1,0,0,5200.0
22,46000.0,6.0,2,6000,12.68,0,0.13043478260869565,1,4,1,0,0,0,0,1,0,0,0,0,6000.0
23,24000.0,3.0,0,5250,7.66,1,0.21875,0,3,0,0,0,1,0,1,0,0,0,0,5250.0
24,46000.0,8.0,0,2000,7.66,0,0.043478260869565216,0,2,1,0,0,0,0,0,0,1,0,0,2000.0
22,46000.0,6.0,1,4000,10.37,0,0.08695652173913043,0,2,1,0,0,0,0,0,0,0,1,0,4000.0
23,45000.0,3.0,1,5275,10.39,0,0.11722222222222223,0,2,0,0,0,1,0,0,0,1,0,0,5275.0
24,57600.0,3.0,2,5275,13.49,0,0.0915798611111111,1,2,0,0,0,1,0,0,0,0,1,0,5275.0
23,46000.0,2.0,1,10000,10.36,0,0.21739130434782608,0,3,1,0,0,0,0,0,0,1,0,0,10000.0
23,23340.0,8.0,0,5300,7.9,0,0.22707797772065125,0,3,0,0,0,1,0,1,0,0,0,0,5300.0
22,24996.0,4.0,2,5300,15.23,0,0.21203392542806848,1,4,0,0,0,1,0,0,0,0,1,0,5300.0
24,46000.0,5.0,1,10000,9.99,0,0.21739130434782608,0,2,1,0,0,0,0,1,0,0,0,0,10000.0
25,26400.0,5.0,0,5300,8.49,0,0.20075757575757575,0,3,0,0,0,1,0,1,0,0,0,0,5300.0
23,46000.0,4.0,0,3000,7.88,0,0.06521739130434782,0,3,1,0,0,0,0,0,0,1,0,0,3000.0
24,28800.0,0.0,2,5300,15.27,0,0.1840277777777778,0,3,0,0,0,1,0,0,0,1,0,0,5300.0
25,30000.0,1.0,2,5300,15.27,0,0.17666666666666667,0,3,0,0,0,1,0,1,0,0,0,0,5300.0
22,30000.0,2.0,4,5300,17.99,1,0.17666666666666667,1,4,0,0,0,1,0,1,0,0,0,0,200.0
24,30000.0,3.0,3,5300,15.28,1,0.17666666666666667,1,3,0,0,0,1,0,0,0,1,0,0,1379.0
25,46000.0,5.0,1,23500,10.25,0,0.5108695652173914,0,4,1,0,0,0,0,1,0,0,0,0,23500.0
21,47000.0,1.0,0,5300,7.66,0,0.1127659574468085,0,2,0,0,0,1,0,0,0,1,0,0,5300.0
22,50004.0,5.0,3,5300,14.42,0,0.10599152067834573,1,2,0,0,0,1,0,0,0,0,1,0,5300.0
22,65000.0,3.0,0,5300,6.62,0,0.08153846153846153,0,3,0,0,0,1,0,1,0,0,0,0,5300.0
25,40000.0,5.0,1,15000,11.36,1,0.375,0,2,1,0,0,0,0,0,1,0,0,0,15000.0
21,22000.0,4.0,1,5325,12.42,1,0.24204545454545454,0,3,0,0,0,1,0,0,0,0,1,0,5133.0
21,32000.0,5.0,2,5325,14.27,0,0.16640625,1,3,0,0,0,1,0,0,0,0,1,0,5325.0
23,46000.0,6.0,1,8000,11.48,0,0.17391304347826086,0,4,0,0,1,0,0,1,0,0,0,0,8000.0
24,24000.0,0.0,1,5375,10.99,0,0.22395833333333334,0,3,0,0,0,1,0,0,0,1,0,0,5375.0
24,26000.0,1.0,2,5375,13.47,0,0.20673076923076922,1,4,0,0,0,1,0,0,0,1,0,0,5375.0
24,18000.0,3.0,3,5400,15.99,1,0.3,1,3,0,0,0,1,0,0,0,1,0,0,370.0
22,18000.0,2.0,2,5400,15.23,1,0.3,0,4,0,0,0,1,1,0,0,0,0,0,1475.0
25,46000.0,1.0,2,8600,10.99,0,0.18695652173913044,0,2,1,0,0,0,0,0,1,0,0,0,8600.0
22,46000.0,3.0,0,6000,7.68,0,0.13043478260869565,0,2,1,0,0,0,1,0,0,0,0,0,6000.0
23,21600.0,0.0,2,5400,10.99,0,0.25,1,4,0,0,0,1,0,0,0,1,0,0,5400.0
26,24000.0,3.0,1,5400,11.49,0,0.225,0,3,0,0,0,1,0,1,0,0,0,0,5400.0
26,25300.0,2.0,3,5400,16.02,1,0.2134387351778656,1,2,0,0,0,1,0,0,1,0,0,0,200.0
21,46000.0,5.0,3,10000,14.74,0,0.21739130434782608,1,3,0,0,1,0,0,0,0,0,0,1,10000.0
23,26400.0,7.0,1,5400,10.38,0,0.20454545454545456,0,2,0,0,0,1,0,1,0,0,0,0,5400.0
